OBJECTID,ZIP,FILENUM,UOFNum,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,Address,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,Council District,RA,BEAT,SECTOR,DIVISION,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
1852,75249,UF2019-1146,57755,05/22/2019,9:10 PM,11115,Male,Hispanic,12/02/2015,false,No injuries noted or visible,true,Arrest,BD - Grabbed,Arrest,NULL,Yes,5860,Firethorn,NULL,Dr.,5860 Firethorn Dr.,58652,Black,Male,false,No injuries noted or visible,true,Agitated,Assault/FV,D3,8808,436,430,SOUTHWEST,2438414.593,6923943.563,POINT (-96.972942 32.652683),3,3
1749,75202,UF2019-1085,57770,05/23/2019,9:25 PM,11320,Male,Hispanic,05/17/2017,false,No injuries noted or visible,false,Traffic Stop,Take Down - Arm,Arrest,NULL,Yes,400,Griffin,N,St.,400 N Griffin St.,58663,Hispanic,Male,true,Abrasion/Scrape,true,Alchohol,DWI,D14,2049,132,130,CENTRAL,2489892.508,6971595.006,POINT (-96.80335 32.781771),12,3
2772,75243,UF2019-1677,"61707, 61708, 61709",11/03/2019,NULL,10965,Male,Hispanic,01/28/2015,false,No injuries noted or visible,false,Arrest,"Hand Controlled Escort, Weapon display at Person, Verbal Command",Arrest,NULL,"No, No, No",9839,Walnut,NULL,St.,9839 Walnut St.,60522,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Resisting Arrest",D10,9605,254,250,NORTHEAST,2515839.158,7023084.843,POINT (-96.714259 32.92115),9,3
641,75229,UF2019-0427,"55748, 55749, 55750",03/05/2019,6:30 PM,11149,Male,White,02/24/2016,false,No injuries noted or visible,false,Arrest,"Foot Pursuit, Held Suspect Down, Take Down - Arm",Arrest,NULL,"Yes, Yes, Yes",2947,2947 Walnut Hill,NULL,Ln.,2947 2947 Walnut Hill Ln.,57713,White,Male,false,No injuries noted or visible,true,Unknown Drugs,Warrant/Hold,D6,3026,535,530,NORTHWEST,2465955.132,7007318.497,POINT (-96.879232 32.88102000000001),6,3
1389,75241,UF2019-0877,58371,06/16/2019,6:38 AM,11332,Male,White,05/31/2017,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,1999,camp wisdom rd,E,Rd.,1999 E camp wisdom rd Rd.,36322,Black,Male,false,No injuries noted or visible,false,Agitated,"Burglary/Habitation, Fail to ID, Resisting Arrest, Other Felony Arrest",D8,4354,735,730,SOUTH CENTRAL,2495462.226,6928463.714,POINT (-96.788319 32.66308),8,3
813,75215,UF2019-0527,57330,05/08/2019,2:47 PM,11095,Female,Black,10/21/2015,false,No injuries noted or visible,false,Arrest,BD - Grabbed,Arrest,NULL,No,3117,S Malcolm X,S,Blvd.,3117 S S Malcolm X Blvd.,58499,Black,Male,false,No injuries noted or visible,true,Alchohol and unknown drugs,"Public Intoxication, Other Felony Arrest, Other Misdemeanor Arrest, Assault",D7,2135,345,340,SOUTHEAST,2501134.684,6966682.907,POINT (-96.767387 32.768172),7,3
1624,75227,UF2019-1006,58553,06/22/2019,5:22 PM,11549,Male,White,07/25/2018,false,No injuries noted or visible,false,Arrest,Take Down - Arm,Danger to self or others,NULL,Yes,9755,Scyene,NULL,Rd.,9755 Scyene Rd.,44672,Black,Male,false,Injured prior to contact,true,Agitated,Assault,D7,1238,323,320,SOUTHEAST,2535892.833,6965300.495,POINT (-96.653959 32.762372),7,3
537,75236,UF2019-0352,"55084, 55085, 55086, 55088, 55089",02/02/2019,1:00 AM,11406,Male,White,09/20/2017,true,Redness/Swelling,false,Arrest,"Verbal Command, Hand Controlled Escort, Pressure Points, Held Suspect Down, Held Suspect Down",Active Aggression,NULL,"No, Yes, No, Yes, Yes",5141,Mona,NULL,Ln.,5141 Mona Ln.,57387,Black,Male,true,Abrasion/Scrape,true,Agitated,"Assault/Public Servant, Resisting Search and Transport, Assault/FV",D3,4311,433,430,SOUTHWEST,2453995.721,6935125.631,POINT (-96.921877 32.682805),3,3
227,75208,UF2019-0138,"54932, 54934, 54935",01/27/2019,12:37 AM,11396,Female,Black,09/20/2017,false,No injuries noted or visible,false,Other ( In Narrative),"Take Down - Arm, Verbal Command, Handcuffing Take Down",Assault to Other Person,NULL,"No, No, Yes",111,COMMERCE,W,St.,111 W COMMERCE St.,57321,Hispanic,Male,false,No injuries noted or visible,false,Alchohol,"Assault/Public Servant, Public Intoxication",D6,4063,424,420,SOUTHWEST,2484334.999,6969073.113,POINT (-96.82191300000001 32.775095),6,3
1783,75217,UF2019-1104,59915,08/16/2019,10:30 PM,11489,Male,White,02/21/2018,false,No injuries noted or visible,false,Suspicious Activity,Take Down - Arm,Detention/Frisk,NULL,Yes,7700,Great Trinity Forest,NULL,Way,7700 Great Trinity Forest Way,59650,Hispanic,Male,false,No injuries noted or visible,false,Mentally unstable,No Arrest,D8,4530,354,350,SOUTHEAST,2525133.405,6946963.467,POINT (-96.690152 32.712576),8,3
1132,75228,UF2019-0727,"58547, 58548, 58549, 58550",06/22/2019,4:17 AM,11379,Male,Hispanic,09/06/2017,true,Sprain/Strain,false,Call for Cover,"Verbal Command, Take Down - Group, Taser Display at Person, Held Suspect Down",Arrest,NULL,"No, Yes, No, Yes",1919,Barnes Bridge,NULL,Rd.,1919 Barnes Bridge Rd.,6066,Black,Male,true,"Laceration/Cut, Injury Not Related to Force",true,Unknown Drugs,APOWW,D9,1115,233,230,NORTHEAST,2528019.637,6997290.392,POINT (-96.677685 32.850669),13,3
1860,75215,UF2019-1154,"59710, 59713, 59714",08/07/2019,2:00 PM,10854,Male,White,08/13/2014,false,No injuries noted or visible,false,Other ( In Narrative),"Verbal Command, Foot Pursuit, Handcuffing Take Down",Arrest,NULL,"No, No, Yes",2900,Gould,NULL,St.,2900 Gould St.,59552,Black,Female,false,No injuries noted or visible,true,Agitated,"Evading Arrest, Resisting Arrest, Prostitution",D7,2156,341,340,SOUTHEAST,2496999.728,6963853.862,POINT (-96.780726 32.760303),7,3
521,75211,UF2019-0342,"54854, 54855, 54856, 54858, 54859, 54860, 54862, 54864",01/25/2019,6:00 PM,11332,Male,White,05/31/2017,true,Fluid Exposure,true,Arrest,"Hand/Arm/Elbow Strike, Verbal Command, Feet/Leg/Knee Strike, Take Down - Arm, Verbal Command, Joint Locks, Pressure Points, Verbal Command",Active Aggression,NULL,"No, No, Yes, Yes, No, Yes, Yes, No",2670,TEXAS,NULL,Dr.,2670 TEXAS Dr.,55113,Black,Male,true,"Abrasion/Scrape, Redness/Swelling, Hospitalized, Injury Not Related to Force",true,Alchohol and unknown drugs,"Assault/Public Servant, Resisting Arrest",D1,4187,447,440,SOUTHWEST,2471937.597,6950420.051,POINT (-96.86316 32.724334),1,3
266,75201,UF2019-0174,55335,02/17/2019,3:47 AM,11307,Male,White,04/05/2017,false,No injuries noted or visible,false,Arrest,Handcuffing Take Down,Active Aggression,NULL,Yes,2332,Leonard,NULL,St.,2332 Leonard St.,57534,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D14,2020,121,120,CENTRAL,2490447.739,6975957.474,POINT (-96.80163100000001 32.794079),12,3
1756,75201,UF2019-1088,"58918, 58919, 58920",07/05/2019,1:57 PM,7586,Male,Black,12/22/1997,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Verbal Command, Feet/Leg/Knee Strike",Arrest,NULL,"Yes, No, Yes",1700,Elm,NULL,St.,1700 Elm St.,58782,Black,Male,true,"Abrasion/Scrape, Puncture",true,Agitated,APOWW,D14,2063,134,130,CENTRAL,2491776.668,6971618.915,POINT (-96.797069 32.78189400000001),12,3
2804,75220,UF2019-1695,"62127, 62128, 62130, 62131, 62132, 62133, 62134",11/24/2019,12:30 AM,9638,Male,White,10/15/2008,false,No injuries noted or visible,false,Arrest,"Joint Locks, Joint Locks, Feet/Leg/Knee Strike, Verbal Command, Feet/Leg/Knee Strike, Handcuffing Take Down, Take Down - Body",Active Aggression,NULL,"Yes, Yes, Yes, No, Yes, Yes, Yes",2435,Northwest,W,Hwy.,2435 W Northwest Hwy.,60745,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,"Public Intoxication, Resisting Arrest, Drug Possession - Felony",D6,3057,521,520,NORTHWEST,2464944.275,6999176.179,POINT (-96.882629 32.858799),6,3
1957,75227,UF2019-1214,"59408, 59409, 59410",07/27/2019,12:50 AM,9109,Male,Hispanic,05/02/2007,false,No injuries noted or visible,false,Service Call,"Verbal Command, Take Down - Body, Handcuffing Take Down",Arrest,NULL,"No, Yes, Yes",9428,Brewater,NULL,St.,9428 Brewater St.,52886,Hispanic,Male,false,No injuries noted or visible,true,NULL,"Assault/FV, Warrant/Hold",D7,1238,323,320,SOUTHEAST,2534098.818,6966589.72,POINT (-96.65962 32.766068),7,3
2558,75220,UF2019-1550,"60779, 60780",09/15/2019,1:30 AM,10855,Male,White,08/13/2014,false,No injuries noted or visible,false,Arrest,"Weapon display at Person, Handcuffing Take Down",Danger to self or others,NULL,"No, Yes",3400,Webb Chapel Ext,NULL,NULL,3400 Webb Chapel Ext,48177,Hispanic,Male,true,"Injured prior to contact, Laceration/Cut, Hospitalized",true,Unknown Drugs,APOWW,D2,3059,538,530,NORTHWEST,2470482.432,7000956.382,POINT (-96.865068 32.863173),2,3
1525,75201,UF2019-0952,"58856, 58857",07/03/2019,5:35 AM,9571,Male,White,08/20/2008,false,No injuries noted or visible,false,Service Call,"Take Down - Arm, Verbal Command",Detention/Frisk,NULL,"Yes, No",1600,Pacific,NULL,Ave.,1600 Pacific Ave.,59139,White,Male,false,No injuries noted or visible,false,None detected,No Arrest,D14,2062,134,130,CENTRAL,2491188.236,6971736.576,POINT (-96.798985 32.782281),12,3
136,75218,UF2019-0085,"55020, 55021, 55022, 55023",02/01/2019,7:07 PM,11305,Male,Hispanic,03/08/2017,false,No injuries noted or visible,false,Arrest,"Foot Pursuit, Verbal Command, BD - Pushed, Held Suspect Down",Arrest,NULL,"Yes, Yes, Yes, Yes",1238,Peavy,NULL,Rd.,1238 Peavy Rd.,57378,White,Male,true,Abrasion/Scrape,true,Agitated,"Assault/FV, Evading Arrest, Warrant/Hold",D9,1134,235,230,NORTHEAST,2522637.394,6992445.312,POINT (-96.695391 32.837381),13,3
250,75241,UF2019-0165,"55189, 55190, 55191",02/09/2019,5:45 PM,11222,Male,White,09/21/2016,false,"Elevated Heart Rate, Fatigue",false,Arrest,"Take Down - Arm, Joint Locks, Held Suspect Down",Danger to self or others,NULL,"Yes, Yes, Yes",7300,RL Thornton,S,Frwy.,7300 S RL Thornton Frwy.,27194,Black,Female,false,Injury Not Related to Force,true,Agitated,APOWW,D8,4365,752,750,SOUTH CENTRAL,2484603.634,6926971.725,POINT (-96.82262 32.65821),8,3
2478,75216,UF2019-1504,60076,08/26/2019,3:30 AM,11577,Male,White,09/19/2018,false,No injuries noted or visible,false,Arrest,Weapon display at Person,Weapon Display,NULL,Yes,2442,Lea Crest,NULL,Dr.,2442 Lea Crest Dr.,59751,Hispanic,Male,false,No injuries noted or visible,true,NULL,Discharge Firearm,D4,4250,728,720,SOUTH CENTRAL,2494212.213,6945379.917,POINT (-96.79002 32.709935),4,3
1504,75216,UF2019-0940,"58435, 58436",06/17/2019,11:00 PM,10094,Male,White,01/20/2010,false,No injuries noted or visible,false,Service Call,"Verbal Command, Weapon display at Person",Other,NULL,"No, Yes",2829,Seaton,NULL,Dr.,2829 Seaton Dr.,58952,Black,Male,false,No injuries noted or visible,false,Unknown,No Arrest,D4,4275,731,730,SOUTH CENTRAL,2500277.612,6944244.597,POINT (-96.771171 32.706123),4,3
2268,75208,UF2019-1365,"60161, 60162, 60163",08/31/2019,1:30 AM,8709,Male,Black,09/07/2005,true,No injuries noted or visible,false,Off-Duty Employment,"OC Spray, Taser Display at Person, Hand/Arm/Elbow Strike",Assault to Other Person,NULL,"Yes, Yes, Yes",303,DAVIS,W,St.,303 W DAVIS St.,5980259803,Hispanic,Male,true,"Bloody Nose, Abrasion/Scrape, OC Spray Treatment, Treated by DFD",true,Alchohol,Assault/Public Servant,D1,4104,413,410,SOUTHWEST,2482902.848,6959697.387,POINT (-96.826956 32.749447),1,3
2215,75211,UF2019-1335,60922,09/23/2019,1:20 AM,10748,Male,White,01/29/2014,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,Hospital Drug Evaluation,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
609,75232,UF2019-0403,56773,04/17/2019,11:19 PM,10425,Female,American Ind,06/20/2012,false,No injuries noted or visible,false,Arrest,Foot Pursuit,Arrest,NULL,Yes,800,Deerwood,NULL,Dr.,800 Deerwood Dr.,58233,Black,Male,false,No injuries noted or visible,true,Unknown,"Unauthorize Use Vehicle, Evading Arrest",D8,4362,747,740,SOUTH CENTRAL,2480788.074,6927069.904,POINT (-96.83517 32.659904),8,3
1462,75224,UF2019-0916,56726,04/16/2019,10:13 PM,8133,Male,White,11/30/2001,false,No injuries noted or visible,false,Call for Cover,Foot Pursuit,Arrest,NULL,Yes,100,Saner,W,Ave.,100 W Saner Ave.,49598,Black,Male,true,No injuries noted or visible,true,None detected,"Robbery, Evading Arrest",D4,4242,723,720,SOUTH CENTRAL,2484234.891,6946495.115,POINT (-96.823348 32.713132),4,3
2239,75228,UF2019-1346,"61100, 61101",10/06/2019,4:14 PM,11423,Male,White,11/29/2017,false,No injuries noted or visible,false,Arrest,"Verbal Command, Weapon display at Person",Arrest,NULL,"No, Yes",2515,Fenwick,NULL,Dr.,2515 Fenwick Dr.,60212,Black,Male,false,No injuries noted or visible,true,Agitated,Assault/FV,D9,1259,226,220,NORTHEAST,2530333.326,6994144.32,POINT (-96.670303 32.841916),13,3
810,75229,UF2019-0525,57742,04/30/2019,10:36 PM,11135,Male,White,01/27/2016,false,No injuries noted or visible,false,Call for Cover,Held Suspect Down,Arrest,NULL,Yes,11400,Harry Hines,NULL,Blvd.,11400 Harry Hines Blvd.,58394,Hispanic,Male,false,No injuries noted or visible,true,Agitated,"Resisting Arrest, Traffic Violation",D6,3004,551,550,NORTHWEST,2462187.066,7012831.201,POINT (-96.891676 32.897047),6,3
1625,75227,UF2019-1006,58554,06/22/2019,5:22 PM,11335,Male,Black,05/31/2017,false,No injuries noted or visible,false,Arrest,Take Down - Arm,Detention/Frisk,NULL,Yes,9755,Scyene,NULL,Rd.,9755 Scyene Rd.,44672,Black,Male,false,Injured prior to contact,true,Agitated,Assault,D7,1238,323,320,SOUTHEAST,2535892.833,6965300.495,POINT (-96.653959 32.762372),7,3
966,75224,UF2019-0622,"57627, 57628, 57629, 57630",05/19/2019,4:35 PM,10051,Male,Hispanic,11/11/2009,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Arm, Joint Locks, Pressure Points",Arrest,NULL,"No, Yes, Yes, Yes",2317,GIBBS WILLIAMS,NULL,Rd.,2317 GIBBS WILLIAMS Rd.,58603,Black,Female,false,No injuries noted or visible,true,Mentally unstable,Burglary,D4,4261,455,450,SOUTHWEST,2474024.256,6940945.158,POINT (-96.857308 32.698161),3,3
2805,75228,UF2019-1696,"62142, 62143",11/23/2019,2:54 PM,11423,Male,White,11/29/2017,false,No injuries noted or visible,false,Arrest,"Verbal Command, Weapon display at Person",Arrest,NULL,"Yes, Yes",10900,Oak Park,NULL,Cir.,10900 Oak Park Cir.,27952,Hispanic,Male,false,No injuries noted or visible,true,None detected,"Drug Possession - Misdemeanor, Other Felony Arrest, Unauthorize Use Vehicle, Warrant/Hold",D9,1131,226,220,NORTHEAST,2533954.268,6993995.559,,,
89,75243,UF2019-0058,"54499, 54500, 54501, 54502",01/09/2019,10:15 PM,10508,Male,White,04/10/2013,false,No injuries noted or visible,false,Service Call,"BD - Grabbed, BD - Grabbed, Take Down - Body, Verbal Command",Assault to Other Person,NULL,"Yes, No, Yes, No",10477,Metric,NULL,Dr.,10477 Metric Dr.,57153,Black,Male,false,No injuries noted or visible,false,Agitated,No Arrest,D10,1043,258,250,NORTHEAST,2520093.015,7018214.414,POINT (-96.702517 32.907675),9,3
1784,75217,UF2019-1104,60154,08/16/2019,8:35 PM,11285,Male,White,03/08/2017,false,No injuries noted or visible,false,Service Call,BD - Tripped,Detention/Frisk,NULL,Yes,7700,Great Trinity Forest,NULL,Way,7700 Great Trinity Forest Way,59650,Hispanic,Male,false,No injuries noted or visible,false,Mentally unstable,No Arrest,D8,4530,354,350,SOUTHEAST,2525133.405,6946963.467,POINT (-96.690152 32.712576),8,3
2352,75212,UF2019-1417,60104,08/25/2019,2:45 AM,8288,Male,White,07/19/2002,false,No injuries noted or visible,false,Crime in Progress,K-9 Deployment,Arrest,NULL,Yes,3810,Vineyard,NULL,Dr.,3810 Vineyard Dr.,41797,Black,Male,true,"Redness/Swelling, Abrasion/Scrape",true,Unknown,"Robbery, Evading Arrest, Other Felony Arrest",D6,4009,421,420,SOUTHWEST,2467514.694,6973506.513,POINT (-96.876076 32.788311),6,3
452,75211,UF2019-0285,"55495, 55496",02/23/2019,8:04 PM,9932,Male,White,08/19/2009,true,Abrasion/Scrape,false,Service Call,"Verbal Command, Take Down - Arm",Danger to self or others,NULL,"No, Yes",4400,Illinois,W,Ave.,4400 W Illinois Ave.,57609,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,DWI,D3,4202,434,430,SOUTHWEST,2463102.879,6948783.015,POINT (-96.891529 32.72029),3,3
863,75227,UF2019-0562,56892,04/23/2019,12:45 AM,11204,Male,White,08/24/2016,false,No injuries noted or visible,false,Service Call,Held Suspect Down,Danger to self or others,NULL,Yes,9455,Olde Towne Rowe,NULL,NULL,9455 Olde Towne Rowe,5829058291,Black,Male,false,No injuries noted or visible,false,Unknown Drugs,No Arrest,D7,1245,325,320,SOUTHEAST,2534376.373,6961311.316,POINT (-96.659151 32.751487),7,3
2357,75202,UF2019-1419,58119,06/07/2019,8:02 PM,11134,Male,Hispanic,01/27/2016,false,No injuries noted or visible,false,Call for Cover,Foot Pursuit,Arrest,NULL,Yes,205,Lamar,S,St.,205 S Lamar St.,42738,Black,Male,true,Abrasion/Scrape,true,None detected,"Manifest/Drug Sales, Evading Arrest, Man/Del/Dangerous Drug, Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",D14,2071,133,130,CENTRAL,2489689.079,6970448.413,POINT (-96.803969 32.7785),12,3
2853,75235,UF2019-1721,62557,12/12/2019,10:16 PM,11516,Male,White,05/16/2018,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,6162,MAPLE,NULL,Ave.,6162 MAPLE Ave.,60965,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Assault",D2,3093,513,510,NORTHWEST,2478176.424,6987074.551,POINT (-96.839591 32.823965),2,3
1730,75204,UF2019-1073,"58372, 58373, 58374",06/16/2019,4:33 AM,11297,Male,Black,03/08/2017,false,No injuries noted or visible,false,Call for Cover,"Taser, Verbal Command, Hand Controlled Escort",Arrest,2,"Yes, No, Yes",4700,Lafayette,NULL,NULL,4700 Lafayette,58931,Hispanic,Female,false,"Treated by DFD, Taser Burn Marks",false,NULL,"Public Intoxication, Resisting Arrest",D2,2012,155,150,CENTRAL,2495166.086,6979446.302,POINT (-96.78211 32.807119),2,3
1696,75220,UF2019-1051,"59266, 59267",07/21/2019,2:38 AM,11314,Male,Hispanic,05/17/2017,false,No injuries noted or visible,false,Arrest,"Take Down - Arm, BD - Tripped",Arrest,NULL,"Yes, Yes",10119,Gardner,NULL,Rd.,10119 Gardner Rd.,59344,White,Male,false,No injuries noted or visible,true,Unknown Drugs,APOWW,D6,6040,533,530,NORTHWEST,2458829.07,6999754.188,POINT (-96.902973 32.860851),6,3
2387,75206,UF2019-1440,"61045, 61046",10/04/2019,1:00 AM,8399,Male,Black,04/25/2003,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Body",Crowd Disbursement,NULL,"No, Yes",5700,Martel,NULL,Ave.,5700 Martel Ave.,60190,Black,Male,false,OC Spray Treatment,true,Alchohol,Public Intoxication,D14,1140,142,140,CENTRAL,2499833.196,6989762.186,POINT (-96.769781 32.831348),12,3
1564,75246,UF2019-0972,"59214, 59215",07/18/2019,11:54 PM,11398,Male,White,09/20/2017,false,No injuries noted or visible,false,Arrest,"Pressure Points, Verbal Command",Active Aggression,NULL,"Yes, No",4800,Junius St,NULL,St.,4800 Junius St St.,59329,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Other Felony Arrest",D2,2029,114,110,CENTRAL,2500179,6977705.578,POINT (-96.769522 32.798227),2,3
1498,75201,UF2019-0939,"58384, 58385, 58386, 58387, 58388",06/16/2019,4:24 PM,8869,Male,White,06/30/2006,false,No injuries noted or visible,false,Arrest,"Verbal Command, Taser Display at Person, Taser, Take Down - Group, Hand/Arm/Elbow Strike",Assault to Other Person,1,"No, No, No, Yes, Yes",1514,Elm,NULL,St.,1514 Elm St.,58935,White,Male,false,No injuries noted or visible,true,Mentally unstable,"Disorderly Conduct, Evading Arrest, Resisting Arrest",D14,2062,134,130,CENTRAL,2491076.891,6971430.066,POINT (-96.799087 32.781473),12,3
1222,75224,UF2019-0772,"55776, 58890",02/21/2019,10:25 PM,10602,Male,Hispanic,04/08/2014,false,No injuries noted or visible,false,Crime in Progress,"Verbal Command, Foot Pursuit",Arrest,NULL,"No, Yes",1615,Glenfield,NULL,Ave.,1615 Glenfield Ave.,57691,Hispanic,Male,false,No injuries noted or visible,true,None detected,"Assault/FV, Evading Arrest",D4,4211,443,440,SOUTHWEST,2477004.835,6948368.838,POINT (-96.8467 32.718534),4,3
1645,75211,UF2019-1019,"59301, 59302",07/22/2019,NULL,9896,Male,White,07/08/2009,false,No injuries noted or visible,false,Arrest,"Take Down - Body, Taser Display at Person",Danger to self or others,NULL,"Yes, No",2414,Emmett,NULL,St.,2414 Emmett St.,53730,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D1,4159,447,440,SOUTHWEST,2473541.592,6953557.339,POINT (-96.857552 32.732994),1,3
55,75218,UF2019-0033,55192,01/07/2019,6:30 PM,11149,Male,White,02/24/2016,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Danger to self or others,NULL,Yes,11115,Garland,NULL,Rd.,11115 Garland Rd.,43915,White,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D9,1114,232,230,NORTHEAST,2525613.619,6996001.487,POINT (-96.685636 32.847336),13,3
1161,75204,UF2019-0742,"55559, 55560, 55561, 55562",02/26/2019,10:00 PM,10352,Male,White,05/09/2012,false,No injuries noted or visible,false,Arrest,"Verbal Command, Taser, Feet/Leg/Knee Strike, Feet/Leg/Knee Strike",Active Aggression,3,"No, No, No, Yes",3535,Munger,NULL,Ave.,3535 Munger Ave.,27355,Black,Male,false,"Abrasion/Scrape, Puncture",true,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest, Warrant/Hold",D14,2016,154,150,CENTRAL,2493982.729,6977487.168,POINT (-96.788512 32.798874),12,3
2030,75228,UF2019-1263,60390,09/08/2019,8:30 PM,11423,Male,White,11/29/2017,false,No injuries noted or visible,false,Arrest,Foot Pursuit,Arrest,NULL,Yes,9528,Ferguson,NULL,Rd.,9528 Ferguson Rd.,59906,Black,Male,false,No injuries noted or visible,true,None detected,"Evading Arrest, Other Misdemeanor Arrest",D7,1178,223,220,NORTHEAST,2524865.286,6985210.249,POINT (-96.687206 32.81814),7,3
2707,75214,UF2019-1640,62117,11/23/2019,10:55 PM,10904,Male,Black,10/08/2014,false,No injuries noted or visible,false,Arrest,Handcuffing Take Down,Arrest,NULL,Yes,142,Beacon,S,St.,142 S Beacon St.,60740,Black,Male,false,No injuries noted or visible,true,Unknown,"Evading Arrest, Drug Possession - Misdemeanor",D14,1187,112,110,CENTRAL,2504331.201,6978765.538,POINT (-96.755955 32.800833),12,3
2189,75211,UF2019-1335,60909,09/23/2019,1:20 AM,6774,Male,Hispanic,08/26/1991,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,Hospital Drug Evaluation,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
2423,75235,UF2019-1463,61536,10/25/2019,9:50 AM,8015,Male,White,04/13/2001,false,No injuries noted or visible,false,Arrest,BD - Grabbed,Arrest,NULL,Yes,8008,Herb Kelleher,NULL,Way,8008 Herb Kelleher  Way,60443,White,Female,false,No injuries noted or visible,true,Mentally unstable,APOWW,D2,3070,523,520,NORTHWEST,2475386.081,6993937.905,POINT (-96.85281 32.85262),2,3
261,75211,UF2019-0173,"55286, 55287, 55288, 55289, 55291",02/14/2019,10:00 PM,11373,Male,Hispanic,08/23/2017,false,No injuries noted or visible,false,Arrest,"Weapon display at Person, Joint Locks, Taser Display at Person, Verbal Command, Held Suspect Down",Danger to self or others,NULL,"Yes, Yes, Yes, Yes, Yes",4444,Illinois,W,Ave.,4444 W Illinois Ave.,57521,Black,Male,false,No injuries noted or visible,true,Agitated,"Warrant/Hold, Drug Possession - Felony, Resisting Search and Transport",D3,8820,432,430,SOUTHWEST,2462687.962,6948784.192,POINT (-96.893857 32.720321),3,3
2524,75254,UF2019-1531,62024,11/18/2019,3:11 AM,11308,Male,Hispanic,04/19/2017,false,No injuries noted or visible,false,Other ( In Narrative),Weapon display at Person,Other,NULL,Yes,14323,Montfort,NULL,Dr.,14323 Montfort Dr.,60667,White,Male,false,No injuries noted or visible,true,None detected,Evading Arrest,D11,1008,631,630,NORTH CENTRAL,2485524.729,7030296.851,POINT (-96.814536 32.944111),10,3
1993,75211,UF2019-1236,"60136, 60137",08/28/2019,7:25 PM,11028,Male,White,06/03/2015,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Feet/Leg/Knee Strike",Arrest,NULL,"No, Yes",1150,Pinnacle Park,NULL,Blvd.,1150 Pinnacle Park Blvd.,59785,White,Male,true,Abrasion/Scrape,true,Unknown Drugs,"Evading Arrest, Drug Possession - Felony, Resisting Arrest",D3,4078,416,410,SOUTHWEST,2467375.174,6961707.496,POINT (-96.878097 32.756384),3,3
1934,75240,UF2019-1197,60308,09/05/2019,2:30 PM,11558,Male,White,07/25/2018,false,No injuries noted or visible,false,Warrant Execution,Foot Pursuit,Arrest,NULL,No,8500,Midpark,NULL,Rd.,8500 Midpark Rd.,59865,Black,Male,false,No injuries noted or visible,true,None detected,No Arrest,D11,1022,644,640,NORTH CENTRAL,2502990.625,7028078.188,POINT (-96.757811 32.936521),10,3
1143,75223,UF2019-0734,"57026, 57028, 57035, 57036",04/28/2019,11:44 PM,11398,Male,White,09/20/2017,false,No injuries noted or visible,false,Other ( In Narrative),"Verbal Command, Take Down - Arm, Hand/Arm/Elbow Strike, Joint Locks",Other,NULL,"No, Yes, Yes, Yes",4500,East Grand,E,Ave.,4500 E East Grand Ave.,58354,Black,Male,false,No injuries noted or visible,false,Unknown Drugs,No Arrest,D2,1222,115,110,CENTRAL,2503848.766,6972641.606,POINT (-96.757607 32.784426),2,3
